Date,Open,High,Low,Close,Volume,Market Cap,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd,log_return,ret,log_close
2017-03-13,1221.78,1237.37,1217.03,1231.92,380277000,19807700000,1239.816225,16214000,20016183000,67990532.0204,106427.219182,0.982872310345,0,1883.30344828,17.175,3321220.50902,460769358090,2417768.25,220.75092528,0.822339361927,9.19165614074,516184,273079,204632533,267429,177078,2089770.02013,247252.049387,305232654.968,0.008592560917228376,0.008629582930783863,7.116329206920158
2017-03-14,1232.16,1244.81,1220.72,1240,245306000,19978200000,1245.37078571,16215950,20209938485,51575349.1913,106577.361282,0.962449358974,0,1989.71153846,15.9,3573175.16833,460769358090,2657111.6,256.53171308,0.806628081048,8.8596803235,561534,310395,204942928,305173,209618,2703063.85044,273550.074058,340925457.299,0.006537451678925166,0.0065588674589258655,7.122866658599083
2017-03-15,1240.16,1251.61,1239.75,1249.61,297805000,20110400000,1257.399625,16217725,20421359320,48633668.4881,106717.086949,0.983983570423,0,2059.3943662,13.7833333333,3252505.60194,460769358090,2446625.6,236.25501962,0.788573538836,8.66032103211,526478,292434,205235362,287668,196607,2274799.15523,255049.772858,321158673.983,0.007720123015137581,0.0077499999999994795,7.1305867816142205
2017-03-16,1251.33,1257.98,1152.44,1187.81,638568000,20293700000,1180.94565714,16219637.5,19100245120,125468036.183,106868.290749,0.988260130719,0,2137.47712418,14.25,3504460.26124,460769358090,2470016,264.55158129,0.514312537616,7.83923366417,594405,327034,205562396,321647,195664,3316344.04046,423293.507754,498470434.731,-0.05072022714215496,-0.04945543009418962,7.079866554472066
2017-03-17,1180.16,1180.16,1099.57,1100.23,706599000,19141800000,1091.1718875,16221562.5,17666903718.8,145734375.199,107021.605249,0.995548701299,0,1897.37662338,9.9,3641704.8372,469886043903,2279486.3,244.58901754,0.454939809532,8.08669317514,532933,292196,205854592,287239,187317,3122262.97578,476895.838105,519387257.28,-0.07659202663297027,-0.07373233092834675,7.003274527839095
2017-03-18,1099.69,1114.07,957.65,973.82,621302000,17838700000,952.2323625,16223525,15295539370,167014110.784,107169.506521,0.942046318471,0,1678.53503185,10.4333333333,3712647.13922,475705205061,1983179.8,217.05770532,0.572618794756,7.79754488891,505650,263530,206118122,258496,183501,2599334.28132,380629.788138,358857764.257,-0.12204804620322651,-0.11489415849413309,6.881226481635869
2017-03-19,976.73,1069.91,976.73,1036.74,406648000,15846000000,1029.8008125,16225587.5,16629604628.8,94921242.9058,107317.198934,0.889713331325,1,1633.96987952,8.61666666667,3925474.04529,475705205061,2267078.8,213.24681536,0.931147935115,8.64633832547,512175,271239,206389361,266278,185919,6359489.42599,245744.712421,251863755.76,0.06260997191721618,0.0646115298515122,6.943836453553085
2017-03-20,1037.24,1063.03,1036.68,1054.23,286530000,16829800000,1049.0844875,16227287.5,16908833575,58718869.9629,107450.123614,0.977387352941,0,2037.00735294,11.95,3216051.02506,475705205061,1948540,241.15787713,0.668188485579,7.30124753358,512637,277033,206666394,272808,176246,3296575.00979,290510.524953,302711967.001,0.01672946806129083,0.016870189247063738,6.960565921614376
2017-03-21,1055.36,1122.43,1055.36,1120.54,337391000,17125600000,1118.63004286,16229062.5,18168435468.8,78169421.5198,107589.56816,0.98200384507,0,2028.55633803,10.3,3357935.62911,475705205061,2188622.5,248.6366135,0.66897772948,7.86468274744,541181,288055,206954449,283124,195500,6200927.72224,302496.858165,338645232.716,0.06100006933838653,0.06289898788689352,7.021565990952762
2017-03-22,1120.65,1120.65,1014.21,1049.14,380841000,18187100000,1028.7268625,16231050,16558917210,97353030.7962,107747.718917,0.982302838509,2,1992.00621118,13.3,3807236.87526,475705205061,2248010.7,269.31219918,0.61549792262,7.25852960623,572753,320713,207275162,315238,206407,5359150.98783,370726.222676,378214892.375,-0.065839931023004,-0.063719278205151,6.955726059929758
2017-03-23,1050.05,1058.01,1028.93,1038.59,248540000,17043400000,1038.789,16232900,16770208990,47857364.1617,107890.552076,0.965088912162,0,1945.07432432,10.95,3499820.23315,475705205061,2076531,235.99807634,0.690922090232,7.48614696398,537474,287871,207563033,282350,183630,2379458.03192,301915.093732,311908483.335,-0.010106756911742565,-0.010055855271937086,6.945619303018016
2017-03-24,1038.45,1040.47,934.36,937.52,491038000,16857000000,941.919714286,16235100,15205794660,83342548.5898,108043.661082,0.869937534091,0,1645.00568182,6.75,4161948.38537,475705205061,2189770.8,231.55050182,0.578077402899,7.86606222003,540389,289521,207852554,283721,180849,3876256.75353,420627.149518,393959388.238,-0.10238121206766859,-0.09731462848669825,6.843238090950347
2017-03-25,936.54,975.76,903.71,972.78,435803000,15204800000,959.340085714,16236762.5,15551246387.2,104602038.369,108168.671098,0.939924932331,0,1826.87969925,9.55,3145108.72304,475705205061,1696707.27,182.00765156,0.556281468798,7.27084077996,490876,242975,208095529,238389,166144,3359560.98986,331578.122771,317578894.427,0.0369198608396859,0.03760986432289437,6.880157951790033
2017-03-26,974.01,1007.96,954.19,966.73,303668000,15814800000,956.7863125,16238837.5,15443296850.9,71646630.0478,108281.01045,0.676743084337,0,1336.8373494,7.2,3925474.04529,475705205061,2046573.52,154.65177428,0.939616626701,9.55510503507,468755,221915,208317444,217800,153470,1772687.27306,237293.776091,225668754,-0.0062387093883584654,-0.006219289047883381,6.873919242401675
2017-03-27,972.05,1046.4,971.98,1045.77,372535000,15785000000,1037.22925,16240487.5,16789415977.5,79080569.2412,108399.935884,0.900950257576,0,1759.78030303,19.425,3121461.28903,475705205061,1848434.4,194.84378734,0.607262620484,8.21038915564,459507,232291,208549735,227049,153873,2337117.33449,303796.69769,314065026.072,0.07858949276763472,0.08176016054120527,6.952508735169309
2017-03-28,1044.58,1064.65,1027.73,1047.15,326332000,16964500000,1046.127625,16242425,16971709882.5,70342663.945,108552.716861,0.985683722581,0,1896.78064516,10.7,3665352.27121,475705205061,2192722.65,233.22176362,0.530614189382,7.71489610854,553956,294001,208843736,288024,202688,2332205.31071,409096.063969,427464477.241,0.0013187319152105914,0.0013196018244929775,6.95382746708452
2017-03-29,1046.08,1055.13,1015.88,1039.97,298458000,16990900000,1040.5755,16244150,16879296265,61677763.7339,108687.014375,0.973170391304,0,2057.47101449,19.675,3263345.89308,475705205061,1943117,212.93579722,0.75123389426,7.09224807045,534779,283931,209127667,278596,200692,1812147.84263,257967.034239,268053545.278,-0.006880321519005861,-0.006856706298046689,6.946947145565514
2017-03-30,1042.21,1049.29,1020.04,1026.43,352969000,16929800000,1037.90455,16246200,16896048000,65011056.2651,108844.872591,0.962550097561,0,1760.90243902,12.2,4073274.0332,482855238677,2262000,203.40448684,0.693251067977,8.11509019181,521047,288788,209416455,283301,189341,2164789.7448,325048.830205,338050783.413,-0.01310510432022216,-0.01301960633479804,6.933842041245292
2017-03-31,1026.64,1074.92,1026.64,1071.79,447287000,16679000000,1079.54931429,16247887.5,17563966387.5,75018988.1681,108974.543848,0.96052782963,0,1921.5037037,20.475,3352999.96635,499635929816,1987418.5,217.27700693,0.449457358933,7.93770289662,489451,259403,209675858,253693,167372,3573848.96368,423794.82037,458122200.82,0.04324338567303343,0.044192005299922954,6.977085426918325
2017-04-01,1071.71,1091.72,1061.09,1080.5,289634000,17413000000,1086.92957143,16249537.5,17720120643.8,40562346.1917,109102.208306,0.967154984848,0,1938.41666667,21.175,3278488.85599,499635929816,1942180.5,190.64263242,0.728672484258,7.84465918629,502790,255871,209931729,251056,182969,2859605.75589,252602.187153,275462685.091,0.008093749028615704,0.008126591962978047,6.985179175946941
2017-04-02,1080.61,1107.59,1075.45,1102.17,514187000,17559400000,1099.169125,16251512.5,17970922522.5,59295644.2559,109232.443528,0.824273556962,0,1545.58860759,12.625,3924251.81247,499635929816,2296746.6,180.73640574,0.853507251231,9.76160537531,501562,244203,210175932,239570,169289,4026308.73617,252573.882955,279296199.772,0.019857066841078463,0.020055529847292863,7.0050362427880195
2017-04-03,1102.95,1151.74,1102.95,1143.81,580444000,17924600000,1141.813,16253712.5,18556863561.2,90396475.1701,109387.0221,0.878287340909,0,1637.16477273,8.18333333333,4371318.47465,499635929816,2669294.6,221.03918997,0.783403253303,9.59287447183,564024,288141,210464073,282680,179599,4163240.21378,309041.247884,352832392.709,0.03708383144217908,0.03778001578703827,7.042120074230199
2017-04-04,1145.52,1156.44,1120.52,1133.25,436310000,18619000000,1141.6003625,16255275,18537515610,67370298.1789,109509.254778,0.977861424,0,2048.12,11.5833333333,3104629.59848,499635929816,1939250.2,200.30284512,0.58795146193,7.85227570484,496730,256015,210720088,251099,167982,2476603.4984,299821.151789,341916041.501,-0.009275184409239579,-0.009232302567733996,7.032844889820959
2017-04-05,1134.14,1135.09,1113.63,1124.78,414784000,18435700000,1133.07931429,16257300,18469918530,58001639.013,109665.885846,0.966858444444,0,1954.04320988,20.625,4023599.95962,499635929816,2485786.8,236.29861443,0.700988193571,8.11568718186,577216,316555,211036643,311013,209789,2295660.84995,322587.261122,366491387.361,-0.007502149861474905,-0.007474078976395737,7.025342739959484
2017-04-06,1125.81,1188.37,1125.81,1182.68,511222000,18302600000,1196.3079375,16259137.5,19525598223.8,92291084.789,109809.614344,0.977744884354,0,1975.95238095,11.5333333333,3651044.40781,499635929816,2391592.35,221.71976913,0.662280350123,8.51364887593,548639,290465,211327108,284981,191713,2045375.1946,310928.713006,373394291.449,0.050195588695484794,0.05147673322783142,7.075538328654969
2017-04-07,1178.94,1186.58,1163.39,1176.9,317022000,19168500000,1190.45425,16261162.5,19415828025,60427563.1958,109967.983293,0.977586104938,0,1823.84567901,15.65,4023599.95962,499635929816,2599338,225.14679282,0.692814402854,9.09310225181,542131,295463,211622571,290414,191454,5893220.18629,324783.489424,387791486.372,-0.004899186771352149,-0.004887205330266764,7.070639141883617
2017-04-08,1172.65,1184.98,1162.58,1175.95,209312000,19068600000,1181.1498375,16262875,19268254300,31335396.1477,110101.480134,0.97442949635,0,1656.6350365,13.65,3402674.03993,499635929816,2143895.6,171.61302076,1.14157000722,9.8356844496,468193,226959,211849530,223024,156151,9838136.84091,165045.771074,195546229.569,-8.075313357212011e-4,-8.072053700405313e-4,7.0698316105478956
2017-04-09,1176.57,1197.21,1171.86,1187.87,242343000,19134400000,1208.8005,16264862.5,19815481983.8,45470746.3671,110248.628575,0.925461893082,0,1498.65408805,7.6,3949088.84926,499635929816,2532236.55,168.05979031,1.1838784207,11.0208677494,489532,238286,212087816,234391,168049,1512371.72668,182076.111248,221823326.333,0.010085455777629093,0.010136485394787176,7.079917066325525
2017-04-10,1187.3,1190.34,1179.04,1187.13,215883000,19311200000,1207.744875,16266700,19759160490,41204040.5529,110384.508879,0.918110162162,1,1861.45945946,15.175,3675881.4446,499635929816,2406320.7,198.63497273,0.898658723724,9.03271518053,548200,275496,212363312,270502,173622,2088750.28876,227965.847173,276910114.561,-6.231579149025279e-4,-6.229637923341746e-4,7.079293908410622
2017-04-11,1187.46,1208.07,1187.46,1205.01,216182000,19316000000,1226.6170375,16268787.5,20153773955,39985187.8193,110545.301805,0.962831892216,0,1843.67065868,15.55,4147785.14356,499635929816,2769337.4,226.34667638,0.804764101136,9.30970584813,582103,307893,212671205,302546,193400,2024632.20662,287518.624789,356178072.388,0.014949236234885532,0.015061534962472978,7.094243144645508
2017-04-12,1204.81,1207.14,1196.76,1200.37,288702000,19600800000,1218.92205,16270562.5,20033943606.2,41882984.8895,110684.826361,0.982567295775,0,1958.40140845,16.3,3526859.22387,499635929816,2357939.5,212.1552116,0.753654945648,8.79843869512,548651,278093,212949298,273122,183991,2068435.88266,263669.099908,324655762.716,-0.0038580230610358868,-0.003850590451531355,7.090385121584472
2017-04-13,1201.02,1205.89,1156.44,1169.28,351969000,19541300000,1180.0237125,16272150,19349213565,61700362.5584,110808.39485899999,0.972980299213,0,1800.62204724,13.1833333333,3287972.00662,517807877352,2072006.75,216.66765492,0.726301789138,9.38142880835,449521,228679,213177977,224281,152565,2143228.00546,248404.682723,295378008.226,-0.026241667834884908,-0.025900347392887713,7.064143453749587
2017-04-14,1170.33,1190.8,1159.79,1167.54,254827000,19043800000,1185.26005714,16273887.5,19626308325,43219939.6909,110946.715061,0.995109366906,0,2087.82733813,15.9166666667,3598646.52693,520808749422,2292003,235.48446532,0.664859951414,8.19901334621,558990,290208,213468185,284730,196552,2216168.37031,296751.889044,357882778.187,-0.0014892035514675328,-0.0014880952380950108,7.062654250198119
2017-04-15,1167.3,1188,1164.96,1172.52,203559000,18996500000,1184.88067143,16275762.5,19498363475,21547006.6688,111096.468465,0.991744397351,1,1801.16556291,16.1,3909321.04724,520808749422,2416965,202.57239533,0.902678556808,9.20635177223,520821,271976,213740161,267026,192826,1615444.75654,231541.159316,277386308.86,0.004256307546132376,0.004265378488102822,7.066910557744252
2017-04-16,1172.61,1187.22,1172.61,1182.94,183231000,19085100000,1186.9274125,16277587.5,19756107948.8,19916836.2631,111231.871676,0.927419253425,0,1450.88356164,9.26666666667,3779873.33045,520808749422,2320594.4,158.85627688,0.967587853049,11.3667456451,429263,211829,213951990,206989,151058,1902570.09487,205031.126696,248846278.471,0.008847586435650534,0.008886842015488172,7.075758144179902
2017-04-17,1183.25,1194.9,1172.65,1193.91,253206000,19260500000,1205.634875,16279312.5,20183091637.5,45260449.2431,111360.320211,0.930786485507,0,1776.69565217,11.8166666667,3572756.98357,520808749422,2278752.4,180.72834518,0.673646350614,9.63652604719,469209,245184,214197174,239335,162518,2451805.09495,282897.449596,350736258.009,0.009230770047243375,0.009273504996027526,7.084988914227146
2017-04-18,1193.77,1217.57,1193.77,1211.67,270524000,19433800000,1216.18674286,16281137.5,20637969895,51782316.244,111499.82902,0.955539787671,0,2075.96575342,16.575,3779873.33045,520808749422,2500974.8,220.20687325,0.722743202641,8.55355069115,553138,303091,214500265,296133,194014,2456420.95456,282978.361578,358703371.136,0.014765938100217646,0.014875493127622708,7.099754852327363
2017-04-19,1212.13,1215.51,1205.08,1210.29,288061000,19734800000,1217.9300875,16282925,20638607437.5,38464163.437,111640.571504,0.984213174825,0,2168.55944056,11.1166666667,3702204.70037,520808749422,2444373.75,209.52935942,0.795967200077,8.16253486916,566248,310104,214810369,303579,208584,2176695.98999,250893.423652,318007414.479,-0.0011395730312164787,-0.001138923964446148,7.098615279296147
2017-04-20,1211.08,1240.79,1208.41,1229.08,315108000,19719900000,1241.686325,16284650,21072337100,61652281.0263,111775.980353,0.974164381295,1,1939.74820144,12.15,3598646.52693,520808749422,2456659,229.9178721,0.702248282538,9.4421464126,491206,269625,215079994,264274,184431,2242157.58692,280159.869525,362526871.165,0.015405921723402827,0.015525204703004558,7.11402120101955
2017-04-21,1229.42,1235.94,1215.56,1222.05,272167000,20020700000,1258.3614125,16286737.5,21588070556.2,42287714.168,111938.96222,0.975939323353,0,1978.16766467,14.875,4323553.74099,520808749422,2983037.75,244.38907052,0.899135666304,9.35638425136,612635,330354,215410348,324844,217700,2339052.35666,259347.855714,343765582.749,-0.005736145594789299,-0.005719725323005687,7.10828505542476
2017-04-22,1222.71,1235.56,1208.47,1231.71,249320000,19913900000,1261.311225,16288550,21952078835,47589977.2338,112080.051934,0.973032510345,0,1853.1862069,14.475,3753983.78709,520808749422,2596344.05,180.34051775,1.12881985532,9.99490594306,530089,268712,215679060,264058,181588,1746209.31233,176541.944081,237925578.037,0.007873671349832634,0.007904750214803302,7.116158726774593
2017-04-23,1231.92,1232.2,1203.94,1207.21,258951000,20066200000,1257.9881125,16290462.5,22086609057.5,48203962.2633,112225.039487,0.947631065359,0,1601.5620915,14.3,3961100.13396,520808749422,2732614.9,169.67309519,1.30565235808,11.5206570483,490003,245039,215924099,240651,172039,1577942.29955,159473.77434,216214543.25,-0.02009153572371858,-0.01989104578188028,7.096067191050874
2017-04-24,1209.63,1250.94,1209.63,1250.15,235806000,19705400000,1262.902775,16292012.5,20575227796.6,39096538.3348,112344.462635,0.963089903226,1,1795.73387097,11.8,3210303.37655,520808749422,2119150.85645,187.96137981,0.796504847753,9.85703683643,449880,222671,216146770,217457,150385,1940799.63447,218198.468561,275563451.446,0.034951632046048786,0.035569619204612435,7.131018823096923
2017-04-25,1250.45,1267.58,1249.97,1265.49,242556000,20372300000,1279.4146875,16293862.5,20846606998.6,45876269.7682,112487.432163,0.966010324324,1,2198.56081081,24.675,3831652.41717,520808749422,2615123.62125,271.62738431,0.691851912531,8.34219325569,580200,325387,216472157,319182,215211,3246840.06083,306659.177474,392344255.717,0.01219585484202046,0.012270527536694997,7.143214677938944
2017-04-26,1265.99,1294.83,1265.93,1281.08,329631000,20627900000,1309.109875,16295775,21332959973.3,64754541.4959,112636.12596,0.971854882353,0,2186.08496732,17.975,3961100.13396,520808749422,2740621.52331,253.84367765,0.757250840046,8.47900685278,606556,334471,216806628,328038,221539,2429753.95319,286080.062654,374510235.061,0.01224407321778731,0.012319338754158693,7.155458751156731
2017-04-27,1281.88,1319.7,1281.3,1317.73,449197000,20889200000,1345.3539125,16297612.5,21926056741.3,62204334.6149,112778.365803,0.967617979592,0,2026.42176871,20.25,3814281.6337,521839702599,2725014.34977,256.44731571,0.698469763883,9.457037685,554691,297884,217104512,291567,191750,2636893.44726,299790.688729,403324576.013,0.028207087077712245,0.028608673931370232,7.183665838234443
2017-04-28,1317.74,1331.28,1292.37,1316.48,527489000,21476000000,1331.29442857,16299312.5,21699183920.8,61518505.2532,112913.91354,0.996674536765,0,2244.63970588,13.5,3528859.19852,521974519553,2501502.23129,249.68419536,0.614733573083,8.50262129962,582826,305271,217409783,299621,204290,2454474.32372,317159.218356,422232300.367,-9.490512099050719e-4,-9.486010032399017e-4,7.182716787024538
2017-04-29,1317.84,1327.2,1315.21,1321.79,422706000,21479800000,1334.9790375,16301475,21762127405.3,45569576.9202,113081.995204,0.971570312139,0,1972.94219653,9.86666666667,4488916.48047,521974519553,3119178.52112,256.37648122,0.901246698178,9.46079590275,634025,341319,217751102,335709,243524,2085973.14816,268392.271074,358298055.711,0.004025370542130702,0.004033483228001122,7.186742157566669
2017-04-30,1321.87,1347.91,1314.92,1347.89,413115000,21548400000,1353.0045,16303362.5,22058522827.6,43853713.715,113228.751125,0.971893516556,1,1864.16556291,14.5,3918071.61012,521974519553,2720215.54725,199.30763935,1.04485550537,10.0304456894,526652,281489,218032591,276157,209172,1786432.98479,199722.126995,270224936.574,0.01955352820204137,0.01974595056703432,7.20629568576871
2017-05-01,1348.3,1434.32,1348.3,1421.6,713624000,21981800000,1417.1728125,16305237.5,23107339286.4,102136864.537,113375.364259,0.977420893333,0,1965.24,14.75,3892124.11602,521974519553,2878277.98219,227.7488656,0.673534353684,10.108887545,542847,294786,218327377,288424,193785,2509004.84643,312196.230838,442436010.509,0.05324259107173113,0.054685471366357596,7.259538276840441
2017-05-02,1421.03,1473.9,1415.69,1452.82,477338000,23170200000,1452.0762875,16307212.5,23679316586.5,86306466.1608,113530.241883,0.980238126582,0,2108.61392405,9.73333333333,4099704.06887,521974519553,3149553.46759,272.67966183,0.710110783021,9.79647179243,609090,333161,218660538,327015,217142,2531694.30523,316525.212062,459618754.831,0.021723497431653804,0.021961170512099448,7.281261774272095
2017-05-03,1453.78,1492.77,1447.49,1490.09,583796000,23707100000,1507.57685714,16308862.5,24586863671.3,98768076.0224,113661.620278,0.995290871212,1,2235.97727273,18.575,3425069.22209,521974519553,2760373.22543,247.34367708,0.59760329173,9.69134714199,547221,295149,218955687,289205,205663,2625551.8358,317492.173042,478643852.401,0.025330025527805056,0.02565355653143553,7.3065917997999
2017-05-04,1490.72,1608.91,1490.72,1537.67,933549000,24311900000,1508.292125,16310962.5,24601696289.9,178681011.557,113824.756131,0.971046744048,0,2111.5297619,11.7666666667,4359179.00994,521974519553,3500746.02213,307.09568071,0.604810658058,10.2346342765,676230,354737,219310424,347771,236867,2892428.85816,397991.610868,600287612.489,0.03143176287415095,0.031930957190505094,7.338023562674051
2017-05-05,1540.87,1618.03,1530.31,1555.45,946036000,25133100000,1533.33507143,16312575,25012643352.8,136654833.459,113948.756848,0.961245868217,0,2071.26356589,13.25,3347226.73977,521974519553,2779169.81696,261.31168454,0.501872072951,10.7532052605,523629,267193,219577617,261046,182651,2863316.31076,373364.406097,572492738.292,0.011496609141867786,0.011562949137330802,7.349520171815919
2017-05-06,1556.81,1578.8,1542.5,1578.8,582530000,25395600000,1560.4102,16314675,25457585279.7,68907283.7541,114110.865621,0.964933172619,0,2160.8452381,15.6333333333,4359179.00994,521974519553,3610789.2028,296.57369266,0.789491583354,10.3014088267,677421,363022,219940639,357071,265464,2713257.08179,303559.118702,473676745.126,0.014900171972772824,0.015011732939020694,7.364420343788692
2017-05-07,1579.47,1596.72,1559.76,1596.71,1080030000,25768500000,1535.86842857,16316762.5,25060400380.2,62492472.1885,114271.993307,0.964836443114,0,1892.28143713,15.4,4333231.51583,521974519553,3505619.68821,277.03575031,0.853642248137,11.492055046,581369,316011,220256650,309348,234136,2213326.70431,276993.758857,425425969.14,0.011280197454619056,0.011344058778819832,7.375700541243311
2017-05-08,1596.92,1723.35,1596.92,1723.35,1340320000,26056500000,1640.619225,16319012.5,26773285640.5,139627613.286,114446.259255,0.968144155556,0,2028.31111111,14.275,4670548.93922,521974519553,4062173.2011,316.4495528,0.58574543265,11.53276529,691480,365096,220621746,356775,245245,3877215.60056,438151.014032,718838977.073,0.07632480872417258,0.079313087536246,7.452025349967483
2017-05-09,1723.89,1833.49,1716.3,1755.36,1167920000,28132200000,1721.28497143,16320950,28093005954.4,167512042.528,114599.366166,0.987786522581,0,2147.60645161,10.6166666667,4021861.58655,521974519553,3715393.61083,302.96153363,0.50650095447,11.5852089405,621156,332879,220954625,326342,224910,3162517.25139,442341.028947,761394965.372,0.018403893101697655,0.018574288449821896,7.470429243069181
2017-05-10,1756.52,1788.44,1719.1,1787.13,915723000,28668100000,1762.88625,16322800,28775239681.5,131817395.911,114741.470703,0.960165790541,0,2103.99324324,17.45,4119773.00241,555092980097,3665040.51375,303.26495895,0.51746433604,12.1903368715,592447,311391,221266016,302641,193152,3874769.785,416118.524308,733569624.873,0.01793701706597961,0.018098851517637238,7.488366260135161
2017-05-11,1780.37,1873.93,1755.35,1848.57,799490000,29060600000,1820.9905625,16324487.5,29726737675.1,151505814.831,114871.238467,0.961242696296,0,2183.28148148,13.85,3757901.04949,559970892890,3468076.52628,279.58022914,0.539797510546,12.1530775385,568521,294743,221560759,288009,204519,3043753.15753,364410.763427,663588561.074,0.033801386066591554,0.034379144214466306,7.522167646201752
2017-05-12,1845.76,1856.15,1694.01,1724.24,740984000,30131100000,1720.4785,16326412.5,28089241688.4,139214052.652,115018.243867,0.954580519481,0,2062.97402597,19.025,4286790.82683,559970892890,3731717.8665,322.05057537,0.65336519018500006,12.1687961628,600568,317698,221878457,310036,209738,3073037.69219,343919.542872,591706179.241,-0.0696259935301935,-0.06725739355285354,7.452541652671559
2017-05-13,1723.12,1812.99,1651.08,1804.91,579635000,28132300000,1771.9200125,16328387.5,28932596583.1,111469417.308,115169.148091,0.955090025316,1,2083.96202532,13.4833333333,4398136.04311,559970892890,3885820.58741,301.19440047,0.907749731145,12.2491675743,623293,329266,222207723,322439,244156,3010157.61382,250751.316401,444311275.691,0.045724355356451696,0.04678583027884664,7.49826600802801
2017-05-14,1800.86,1831.42,1776.62,1808.91,437196000,29405100000,1776.3165,16330437.5,29008025583.5,61547076.2306,115329.062139,0.975085658537,0,2250.59756098,13.2833333333,4565153.86753,559970892890,4018027.923,297.47622441,0.95387123084,11.2974352361,691330,369098,222576821,361974,286896,2545656.41774,246099.908301,437151327.764,0.0022137248858697944,0.0022161769838946466,7.50047973291388
2017-05-15,1808.44,1812.8,1708.54,1738.43,731529000,29532600000,1723.1269375,16332562.5,28143078402.2,102816017.733,115494.083176,0.970711982353,1,1936.64117647,10.0333333333,4732171.69195,559970892890,4090703.34962,327.30377033,0.611154504174,12.8349285318,636246,329229,222906050,320922,219237,3103702.08604,401257.57948,691417744.077,-0.039742046872520476,-0.03896269023887322,7.46073768604136
2017-05-16,1741.7,1785.94,1686.54,1734.45,959045000,28446300000,1739.031975,16334212.5,28405717823.9,108385267.369,115622.646011,0.973960871212,1,1772.5530303,13.7,3674392.13728,559970892890,3356331.71175,343.40900559,0.599276873484,14.8159947344,453290,233977,223140027,228555,162157,2799129.21608,332635.73046,578464171.297,-0.0022920467982787684,-0.0022894220647363683,7.458445639243081
2017-05-17,1726.73,1864.05,1661.91,1839.09,1064730000,28204800000,1807.4850625,16336150,29527347103.8,132248945.78,115774.837712,0.981881941935,0,2048.56129032,13.9,4314627.1309,559970892890,4241263.69916,485.9361122,0.467339209074,13.7951247381,591515,317527,223457554,307080,209853,4046479.13624,518560.408616,937290192.578,0.05858052380484402,0.06033036409236292,7.517026163047925
2017-05-18,1818.7,1904.48,1807.12,1888.65,894321000,29710500000,1899.0828875,16337925,31027073784.8,110766531.518,115913.23226,0.974609492958,1,2034.53521127,12.0833333333,3952755.17798,559970892890,3986174.98086,392.02141315,0.607714253476,14.2447085626,570189,288904,223746458,280634,201268,3210225.94467,356585.582904,677185578.423,0.02659140406789451,0.026948110206678866,7.543617567115819
2017-05-19,1897.37,2004.52,1890.25,1987.71,1157290000,30999000000,1961.5204875,16339975,32051195727.7,154137281.048,116072.519034,0.971260817073,1,1948.18292683,11.8833333333,4565153.86753,559970892890,4746879.57975,442.811934,0.569499072393,15.3041348099,633617,319502,224065960,309333,219526,2945763.68201,437720.104359,858596952.49,0.05112093420836139,0.05245016281470849,7.594738501324181
2017-05-20,1984.24,2084.73,1974.92,2084.73,961336000,32422400000,2052.9097875,16342037.5,33548728731.4,136549462.18,116232.109167,0.967212927273,1,2138.21212121,19.325,4592990.1716,559970892890,4862316.83169,387.7538543,0.738231064117,14.2575930595,646325,352805,224418765,343449,270829,2804084.67105,331908.798397,681378820.786,0.04765612812045994,0.04880993706325354,7.642394629444641
2017-05-21,2067.03,2119.08,2037.5,2041.2,1147860000,33779400000,2046.5344625,16343875,33448303438.3,128454137.154,116377.692631,0.99036370068,0,2218.07482993,10.2333333333,4091936.69834,559970892890,4331490.18988,352.78845637,0.821703201554,13.7475987597,608719,326057,224744822,316206,246467,2312823.37124,266554.694229,545513367.88,-0.021101480254824168,-0.02088040177864714,7.621293149189817
2017-05-22,2043.19,2303.9,2017.87,2173.4,1942220000,33393600000,2090.6623125,16345700,34173338961.4,295717901.863,116518.845489,0.96680039726,0,2245.67123288,11.3666666667,4064100.39426,559970892890,4499105.2965,406.63804239,0.525074094982,14.2301217269,604610,327868,225072690,318975,226497,3323799.86456,425013.929218,888560604.105,0.06275489143893509,0.06476582402508346,7.684048040628752
2017-05-23,2191.56,2320.82,2178.5,2320.42,1378750000,35822600000,2287.7102875,16347800,37399030238,203482045.58,116683.264597,0.978685166667,0,2188.75,10.7666666667,4976737.78165,584152236545,5668946.09242,468.38356854,0.572348306922,15.9792159908,687290,367710,225440400,354151,256495,4112953.88938,448744.852999,1026598216.67,0.06545544212959786,0.06764516425876432,7.7495034827583495
2017-05-24,2321.37,2523.72,2321.37,2443.64,1725380000,37949200000,2379.19383333,16349725,38899164896.7,248904779.148,116832.729015,0.970548168831,0,2198.97402597,18,4562009.63318,595921917085,5524488.081,472.94001691,0.532235249098,16.8471840496,631835,338642,225779042,327095,234682,3588186.52071,450541.376389,1071925264.37,0.05174052717449662,0.053102455589936426,7.801244009932846
