Date,Open,High,Low,Close,Volume,Market Cap,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd
2017-05-04,1490.72,1608.91,1490.72,1537.67,933549000,24311900000,1508.292125,16310962.5,24601696289.9,178681011.557,113824.756131,0.971046744048,0,2111.5297619,11.7666666667,4359179.00994,521974519553,3500746.02213,307.09568071,0.604810658058,10.2346342765,676230,354737,219310424,347771,236867,2892428.85816,397991.610868,600287612.489
2017-05-03,1453.78,1492.77,1447.49,1490.09,583796000,23707100000,1507.57685714,16308862.5,24586863671.3,98768076.0224,113661.620278,0.995290871212,1,2235.97727273,18.575,3425069.22209,521974519553,2760373.22543,247.34367708,0.59760329173,9.69134714199,547221,295149,218955687,289205,205663,2625551.8358,317492.173042,478643852.401
2017-05-02,1421.03,1473.9,1415.69,1452.82,477338000,23170200000,1452.0762875,16307212.5,23679316586.5,86306466.1608,113530.241883,0.980238126582,0,2108.61392405,9.73333333333,4099704.06887,521974519553,3149553.46759,272.67966183,0.710110783021,9.79647179243,609090,333161,218660538,327015,217142,2531694.30523,316525.212062,459618754.831
2017-05-01,1348.3,1434.32,1348.3,1421.6,713624000,21981800000,1417.1728125,16305237.5,23107339286.4,102136864.537,113375.364259,0.977420893333,0,1965.24,14.75,3892124.11602,521974519553,2878277.98219,227.7488656,0.673534353684,10.108887545,542847,294786,218327377,288424,193785,2509004.84643,312196.230838,442436010.509
2017-04-30,1321.87,1347.91,1314.92,1347.89,413115000,21548400000,1353.0045,16303362.5,22058522827.6,43853713.715,113228.751125,0.971893516556,1,1864.16556291,14.5,3918071.61012,521974519553,2720215.54725,199.30763935,1.04485550537,10.0304456894,526652,281489,218032591,276157,209172,1786432.98479,199722.126995,270224936.574
2017-04-29,1317.84,1327.2,1315.21,1321.79,422706000,21479800000,1334.9790375,16301475,21762127405.3,45569576.9202,113081.995204,0.971570312139,0,1972.94219653,9.86666666667,4488916.48047,521974519553,3119178.52112,256.37648122,0.901246698178,9.46079590275,634025,341319,217751102,335709,243524,2085973.14816,268392.271074,358298055.711
2017-04-28,1317.74,1331.28,1292.37,1316.48,527489000,21476000000,1331.29442857,16299312.5,21699183920.8,61518505.2532,112913.91354,0.996674536765,0,2244.63970588,13.5,3528859.19852,521974519553,2501502.23129,249.68419536,0.614733573083,8.50262129962,582826,305271,217409783,299621,204290,2454474.32372,317159.218356,422232300.367
2017-04-27,1281.88,1319.7,1281.3,1317.73,449197000,20889200000,1345.3539125,16297612.5,21926056741.3,62204334.6149,112778.365803,0.967617979592,0,2026.42176871,20.25,3814281.6337,521839702599,2725014.34977,256.44731571,0.698469763883,9.457037685,554691,297884,217104512,291567,191750,2636893.44726,299790.688729,403324576.013
2017-04-26,1265.99,1294.83,1265.93,1281.08,329631000,20627900000,1309.109875,16295775,21332959973.3,64754541.4959,112636.12596,0.971854882353,0,2186.08496732,17.975,3961100.13396,520808749422,2740621.52331,253.84367765,0.757250840046,8.47900685278,606556,334471,216806628,328038,221539,2429753.95319,286080.062654,374510235.061
2017-04-25,1250.45,1267.58,1249.97,1265.49,242556000,20372300000,1279.4146875,16293862.5,20846606998.6,45876269.7682,112487.432163,0.966010324324,1,2198.56081081,24.675,3831652.41717,520808749422,2615123.62125,271.62738431,0.691851912531,8.34219325569,580200,325387,216472157,319182,215211,3246840.06083,306659.177474,392344255.717
2017-04-24,1209.63,1250.94,1209.63,1250.15,235806000,19705400000,1262.902775,16292012.5,20575227796.6,39096538.3348,112344.462635,0.963089903226,1,1795.73387097,11.8,3210303.37655,520808749422,2119150.85645,187.96137981,0.796504847753,9.85703683643,449880,222671,216146770,217457,150385,1940799.63447,218198.468561,275563451.446
2017-04-23,1231.92,1232.2,1203.94,1207.21,258951000,20066200000,1257.9881125,16290462.5,22086609057.5,48203962.2633,112225.039487,0.947631065359,0,1601.5620915,14.3,3961100.13396,520808749422,2732614.9,169.67309519,1.30565235808,11.5206570483,490003,245039,215924099,240651,172039,1577942.29955,159473.77434,216214543.25
2017-04-22,1222.71,1235.56,1208.47,1231.71,249320000,19913900000,1261.311225,16288550,21952078835,47589977.2338,112080.051934,0.973032510345,0,1853.1862069,14.475,3753983.78709,520808749422,2596344.05,180.34051775,1.12881985532,9.99490594306,530089,268712,215679060,264058,181588,1746209.31233,176541.944081,237925578.037
2017-04-21,1229.42,1235.94,1215.56,1222.05,272167000,20020700000,1258.3614125,16286737.5,21588070556.2,42287714.168,111938.96222,0.975939323353,0,1978.16766467,14.875,4323553.74099,520808749422,2983037.75,244.38907052,0.899135666304,9.35638425136,612635,330354,215410348,324844,217700,2339052.35666,259347.855714,343765582.749
2017-04-20,1211.08,1240.79,1208.41,1229.08,315108000,19719900000,1241.686325,16284650,21072337100,61652281.0263,111775.980353,0.974164381295,1,1939.74820144,12.15,3598646.52693,520808749422,2456659,229.9178721,0.702248282538,9.4421464126,491206,269625,215079994,264274,184431,2242157.58692,280159.869525,362526871.165
2017-04-19,1212.13,1215.51,1205.08,1210.29,288061000,19734800000,1217.9300875,16282925,20638607437.5,38464163.437,111640.571504,0.984213174825,0,2168.55944056,11.1166666667,3702204.70037,520808749422,2444373.75,209.52935942,0.795967200077,8.16253486916,566248,310104,214810369,303579,208584,2176695.98999,250893.423652,318007414.479
2017-04-18,1193.77,1217.57,1193.77,1211.67,270524000,19433800000,1216.18674286,16281137.5,20637969895,51782316.244,111499.82902,0.955539787671,0,2075.96575342,16.575,3779873.33045,520808749422,2500974.8,220.20687325,0.722743202641,8.55355069115,553138,303091,214500265,296133,194014,2456420.95456,282978.361578,358703371.136
2017-04-17,1183.25,1194.9,1172.65,1193.91,253206000,19260500000,1205.634875,16279312.5,20183091637.5,45260449.2431,111360.320211,0.930786485507,0,1776.69565217,11.8166666667,3572756.98357,520808749422,2278752.4,180.72834518,0.673646350614,9.63652604719,469209,245184,214197174,239335,162518,2451805.09495,282897.449596,350736258.009
2017-04-16,1172.61,1187.22,1172.61,1182.94,183231000,19085100000,1186.9274125,16277587.5,19756107948.8,19916836.2631,111231.871676,0.927419253425,0,1450.88356164,9.26666666667,3779873.33045,520808749422,2320594.4,158.85627688,0.967587853049,11.3667456451,429263,211829,213951990,206989,151058,1902570.09487,205031.126696,248846278.471
2017-04-15,1167.3,1188,1164.96,1172.52,203559000,18996500000,1184.88067143,16275762.5,19498363475,21547006.6688,111096.468465,0.991744397351,1,1801.16556291,16.1,3909321.04724,520808749422,2416965,202.57239533,0.902678556808,9.20635177223,520821,271976,213740161,267026,192826,1615444.75654,231541.159316,277386308.86
2017-04-14,1170.33,1190.8,1159.79,1167.54,254827000,19043800000,1185.26005714,16273887.5,19626308325,43219939.6909,110946.715061,0.995109366906,0,2087.82733813,15.9166666667,3598646.52693,520808749422,2292003,235.48446532,0.664859951414,8.19901334621,558990,290208,213468185,284730,196552,2216168.37031,296751.889044,357882778.187
2017-04-13,1201.02,1205.89,1156.44,1169.28,351969000,19541300000,1180.0237125,16272150,19349213565,61700362.5584,110808.39485899999,0.972980299213,0,1800.62204724,13.1833333333,3287972.00662,517807877352,2072006.75,216.66765492,0.726301789138,9.38142880835,449521,228679,213177977,224281,152565,2143228.00546,248404.682723,295378008.226
2017-04-12,1204.81,1207.14,1196.76,1200.37,288702000,19600800000,1218.92205,16270562.5,20033943606.2,41882984.8895,110684.826361,0.982567295775,0,1958.40140845,16.3,3526859.22387,499635929816,2357939.5,212.1552116,0.753654945648,8.79843869512,548651,278093,212949298,273122,183991,2068435.88266,263669.099908,324655762.716
2017-04-11,1187.46,1208.07,1187.46,1205.01,216182000,19316000000,1226.6170375,16268787.5,20153773955,39985187.8193,110545.301805,0.962831892216,0,1843.67065868,15.55,4147785.14356,499635929816,2769337.4,226.34667638,0.804764101136,9.30970584813,582103,307893,212671205,302546,193400,2024632.20662,287518.624789,356178072.388
2017-04-10,1187.3,1190.34,1179.04,1187.13,215883000,19311200000,1207.744875,16266700,19759160490,41204040.5529,110384.508879,0.918110162162,1,1861.45945946,15.175,3675881.4446,499635929816,2406320.7,198.63497273,0.898658723724,9.03271518053,548200,275496,212363312,270502,173622,2088750.28876,227965.847173,276910114.561
2017-04-09,1176.57,1197.21,1171.86,1187.87,242343000,19134400000,1208.8005,16264862.5,19815481983.8,45470746.3671,110248.628575,0.925461893082,0,1498.65408805,7.6,3949088.84926,499635929816,2532236.55,168.05979031,1.1838784207,11.0208677494,489532,238286,212087816,234391,168049,1512371.72668,182076.111248,221823326.333
2017-04-08,1172.65,1184.98,1162.58,1175.95,209312000,19068600000,1181.1498375,16262875,19268254300,31335396.1477,110101.480134,0.97442949635,0,1656.6350365,13.65,3402674.03993,499635929816,2143895.6,171.61302076,1.14157000722,9.8356844496,468193,226959,211849530,223024,156151,9838136.84091,165045.771074,195546229.569
2017-04-07,1178.94,1186.58,1163.39,1176.9,317022000,19168500000,1190.45425,16261162.5,19415828025,60427563.1958,109967.983293,0.977586104938,0,1823.84567901,15.65,4023599.95962,499635929816,2599338,225.14679282,0.692814402854,9.09310225181,542131,295463,211622571,290414,191454,5893220.18629,324783.489424,387791486.372
2017-04-06,1125.81,1188.37,1125.81,1182.68,511222000,18302600000,1196.3079375,16259137.5,19525598223.8,92291084.789,109809.614344,0.977744884354,0,1975.95238095,11.5333333333,3651044.40781,499635929816,2391592.35,221.71976913,0.662280350123,8.51364887593,548639,290465,211327108,284981,191713,2045375.1946,310928.713006,373394291.449
2017-04-05,1134.14,1135.09,1113.63,1124.78,414784000,18435700000,1133.07931429,16257300,18469918530,58001639.013,109665.885846,0.966858444444,0,1954.04320988,20.625,4023599.95962,499635929816,2485786.8,236.29861443,0.700988193571,8.11568718186,577216,316555,211036643,311013,209789,2295660.84995,322587.261122,366491387.361
2017-04-04,1145.52,1156.44,1120.52,1133.25,436310000,18619000000,1141.6003625,16255275,18537515610,67370298.1789,109509.254778,0.977861424,0,2048.12,11.5833333333,3104629.59848,499635929816,1939250.2,200.30284512,0.58795146193,7.85227570484,496730,256015,210720088,251099,167982,2476603.4984,299821.151789,341916041.501
2017-04-03,1102.95,1151.74,1102.95,1143.81,580444000,17924600000,1141.813,16253712.5,18556863561.2,90396475.1701,109387.0221,0.878287340909,0,1637.16477273,8.18333333333,4371318.47465,499635929816,2669294.6,221.03918997,0.783403253303,9.59287447183,564024,288141,210464073,282680,179599,4163240.21378,309041.247884,352832392.709
2017-04-02,1080.61,1107.59,1075.45,1102.17,514187000,17559400000,1099.169125,16251512.5,17970922522.5,59295644.2559,109232.443528,0.824273556962,0,1545.58860759,12.625,3924251.81247,499635929816,2296746.6,180.73640574,0.853507251231,9.76160537531,501562,244203,210175932,239570,169289,4026308.73617,252573.882955,279296199.772
2017-04-01,1071.71,1091.72,1061.09,1080.5,289634000,17413000000,1086.92957143,16249537.5,17720120643.8,40562346.1917,109102.208306,0.967154984848,0,1938.41666667,21.175,3278488.85599,499635929816,1942180.5,190.64263242,0.728672484258,7.84465918629,502790,255871,209931729,251056,182969,2859605.75589,252602.187153,275462685.091
2017-03-31,1026.64,1074.92,1026.64,1071.79,447287000,16679000000,1079.54931429,16247887.5,17563966387.5,75018988.1681,108974.543848,0.96052782963,0,1921.5037037,20.475,3352999.96635,499635929816,1987418.5,217.27700693,0.449457358933,7.93770289662,489451,259403,209675858,253693,167372,3573848.96368,423794.82037,458122200.82
2017-03-30,1042.21,1049.29,1020.04,1026.43,352969000,16929800000,1037.90455,16246200,16896048000,65011056.2651,108844.872591,0.962550097561,0,1760.90243902,12.2,4073274.0332,482855238677,2262000,203.40448684,0.693251067977,8.11509019181,521047,288788,209416455,283301,189341,2164789.7448,325048.830205,338050783.413
2017-03-29,1046.08,1055.13,1015.88,1039.97,298458000,16990900000,1040.5755,16244150,16879296265,61677763.7339,108687.014375,0.973170391304,0,2057.47101449,19.675,3263345.89308,475705205061,1943117,212.93579722,0.75123389426,7.09224807045,534779,283931,209127667,278596,200692,1812147.84263,257967.034239,268053545.278
2017-03-28,1044.58,1064.65,1027.73,1047.15,326332000,16964500000,1046.127625,16242425,16971709882.5,70342663.945,108552.716861,0.985683722581,0,1896.78064516,10.7,3665352.27121,475705205061,2192722.65,233.22176362,0.530614189382,7.71489610854,553956,294001,208843736,288024,202688,2332205.31071,409096.063969,427464477.241
2017-03-27,972.05,1046.4,971.98,1045.77,372535000,15785000000,1037.22925,16240487.5,16789415977.5,79080569.2412,108399.935884,0.900950257576,0,1759.78030303,19.425,3121461.28903,475705205061,1848434.4,194.84378734,0.607262620484,8.21038915564,459507,232291,208549735,227049,153873,2337117.33449,303796.69769,314065026.072
2017-03-26,974.01,1007.96,954.19,966.73,303668000,15814800000,956.7863125,16238837.5,15443296850.9,71646630.0478,108281.01045,0.676743084337,0,1336.8373494,7.2,3925474.04529,475705205061,2046573.52,154.65177428,0.939616626701,9.55510503507,468755,221915,208317444,217800,153470,1772687.27306,237293.776091,225668754
2017-03-25,936.54,975.76,903.71,972.78,435803000,15204800000,959.340085714,16236762.5,15551246387.2,104602038.369,108168.671098,0.939924932331,0,1826.87969925,9.55,3145108.72304,475705205061,1696707.27,182.00765156,0.556281468798,7.27084077996,490876,242975,208095529,238389,166144,3359560.98986,331578.122771,317578894.427
2017-03-24,1038.45,1040.47,934.36,937.52,491038000,16857000000,941.919714286,16235100,15205794660,83342548.5898,108043.661082,0.869937534091,0,1645.00568182,6.75,4161948.38537,475705205061,2189770.8,231.55050182,0.578077402899,7.86606222003,540389,289521,207852554,283721,180849,3876256.75353,420627.149518,393959388.238
2017-03-23,1050.05,1058.01,1028.93,1038.59,248540000,17043400000,1038.789,16232900,16770208990,47857364.1617,107890.552076,0.965088912162,0,1945.07432432,10.95,3499820.23315,475705205061,2076531,235.99807634,0.690922090232,7.48614696398,537474,287871,207563033,282350,183630,2379458.03192,301915.093732,311908483.335
2017-03-22,1120.65,1120.65,1014.21,1049.14,380841000,18187100000,1028.7268625,16231050,16558917210,97353030.7962,107747.718917,0.982302838509,2,1992.00621118,13.3,3807236.87526,475705205061,2248010.7,269.31219918,0.61549792262,7.25852960623,572753,320713,207275162,315238,206407,5359150.98783,370726.222676,378214892.375
2017-03-21,1055.36,1122.43,1055.36,1120.54,337391000,17125600000,1118.63004286,16229062.5,18168435468.8,78169421.5198,107589.56816,0.98200384507,0,2028.55633803,10.3,3357935.62911,475705205061,2188622.5,248.6366135,0.66897772948,7.86468274744,541181,288055,206954449,283124,195500,6200927.72224,302496.858165,338645232.716
2017-03-20,1037.24,1063.03,1036.68,1054.23,286530000,16829800000,1049.0844875,16227287.5,16908833575,58718869.9629,107450.123614,0.977387352941,0,2037.00735294,11.95,3216051.02506,475705205061,1948540,241.15787713,0.668188485579,7.30124753358,512637,277033,206666394,272808,176246,3296575.00979,290510.524953,302711967.001
2017-03-19,976.73,1069.91,976.73,1036.74,406648000,15846000000,1029.8008125,16225587.5,16629604628.8,94921242.9058,107317.198934,0.889713331325,1,1633.96987952,8.61666666667,3925474.04529,475705205061,2267078.8,213.24681536,0.931147935115,8.64633832547,512175,271239,206389361,266278,185919,6359489.42599,245744.712421,251863755.76
2017-03-18,1099.69,1114.07,957.65,973.82,621302000,17838700000,952.2323625,16223525,15295539370,167014110.784,107169.506521,0.942046318471,0,1678.53503185,10.4333333333,3712647.13922,475705205061,1983179.8,217.05770532,0.572618794756,7.79754488891,505650,263530,206118122,258496,183501,2599334.28132,380629.788138,358857764.257
2017-03-17,1180.16,1180.16,1099.57,1100.23,706599000,19141800000,1091.1718875,16221562.5,17666903718.8,145734375.199,107021.605249,0.995548701299,0,1897.37662338,9.9,3641704.8372,469886043903,2279486.3,244.58901754,0.454939809532,8.08669317514,532933,292196,205854592,287239,187317,3122262.97578,476895.838105,519387257.28
2017-03-16,1251.33,1257.98,1152.44,1187.81,638568000,20293700000,1180.94565714,16219637.5,19100245120,125468036.183,106868.290749,0.988260130719,0,2137.47712418,14.25,3504460.26124,460769358090,2470016,264.55158129,0.514312537616,7.83923366417,594405,327034,205562396,321647,195664,3316344.04046,423293.507754,498470434.731
2017-03-15,1240.16,1251.61,1239.75,1249.61,297805000,20110400000,1257.399625,16217725,20421359320,48633668.4881,106717.086949,0.983983570423,0,2059.3943662,13.7833333333,3252505.60194,460769358090,2446625.6,236.25501962,0.788573538836,8.66032103211,526478,292434,205235362,287668,196607,2274799.15523,255049.772858,321158673.983
2017-03-14,1232.16,1244.81,1220.72,1240,245306000,19978200000,1245.37078571,16215950,20209938485,51575349.1913,106577.361282,0.962449358974,0,1989.71153846,15.9,3573175.16833,460769358090,2657111.6,256.53171308,0.806628081048,8.8596803235,561534,310395,204942928,305173,209618,2703063.85044,273550.074058,340925457.299
2017-03-13,1221.78,1237.37,1217.03,1231.92,380277000,19807700000,1239.816225,16214000,20016183000,67990532.0204,106427.219182,0.982872310345,0,1883.30344828,17.175,3321220.50902,460769358090,2417768.25,220.75092528,0.822339361927,9.19165614074,516184,273079,204632533,267429,177078,2089770.02013,247252.049387,305232654.968
2017-03-12,1176.62,1226.98,1175.36,1221.38,227176000,19073300000,1227.494625,16212187.5,19853444812.5,52464174.422,106284.702697,0.960146464516,0,1426.51612903,14.375,3550270.1993,460769358090,2509817.7,190.62879952,1.22006776037,11.7864706612,422478,221110,204359454,217002,159553,1201859.26651,174427.09894,213603425.362
2017-03-11,1116.32,1193.83,1116.32,1175.83,283320000,18093700000,1179.159875,16210250,19011381200,82143460.8364,106135.879995,0.997576389262,0,1883.76510067,15.675,3412840.38513,460769358090,2359087.2,217.66771727,0.995369203823,8.69179138885,518975,280681,204138344,275869,199819,1651256.1743,208984.53652,245097064.43
2017-03-10,1189.36,1270.47,1077.25,1116.72,563796000,19275300000,1098.61712857,16208387.5,17733596763.8,227913163.147,105987.241113,0.991821346154,0,1977.44871795,10.0833333333,3573175.16833,460769358090,2329338.9,257.91797636,0.803847837186,7.83087200529,551014,308482,203857663,304333,206104,2751691.90467,274668.646754,300514966.414
2017-03-09,1150.35,1197.46,1141.23,1188.49,212283000,18640900000,1192.46914286,16206437.5,19314832212.5,64999435.16,105832.516983,0.991798216216,0,2051.56756757,13.2,3389935.4161,460769358090,2399093.4,236.67178552,0.941249135382,8.19049189144,541481,303632,203549181,299497,204173,5699545.52328,221691.761201,264212241
2017-03-08,1223.23,1232.16,1148.08,1150,332603000,19819800000,1157.3933,16204587.5,18785978288.8,101928717.123,105685.730847,0.979427084507,0,2092.30985915,13.7666666667,3252505.60194,460769358090,2250201.3,233.7307623,0.771297783585,7.83796320777,526232,297108,203245549,293288,200261,2522734.84457,260435.17887,301922502.864
2017-03-07,1273.21,1275.55,1204.8,1223.54,291256000,20627100000,1238.447,16202812.5,20046119625,102987980.749,105546.652201,0.974861771242,0,2143.1503268,14.0333333333,3504460.26124,460769358090,2609873.4,269.77191295,0.810266490044,8.23388332704,571328,327902,202948441,323888,214874,2099918.94174,269327.676729,333212201.649
2017-03-06,1267.47,1276,1264.6,1272.83,153657000,20531900000,1275.197375,16200900,20707990380,38898409.9837,105397.49835,0.96553256338,0,2026.27464789,13.8833333333,3252505.60194,460769358090,2484820.8,238.98093612,0.880394613734,8.94679555748,537228,287731,202620539,283724,178085,1915378.9598,228758.888878,292399611.764
2017-03-05,1254.29,1267.29,1238.06,1267.12,134127000,20316000000,1270.9333,16199125,20636065337.5,27572866.8123,105260.392726,0.983301312925,0,1909.78911565,12.1166666667,3367030.44708,460769358090,2524232.85,216.69618574,1.18837067814,9.32125754175,524842,280739,202332808,277612,201958,1232770.74084,172858.201867,220204063.358
2017-03-04,1277.43,1279.4,1230.51,1255.15,183270000,20688800000,1267.0272,16197287.5,20515484347.5,30448848.5111,105115.847433,0.986085268657,2,2006.52985075,21.15,3069265.84972,460769358090,2317878,222.87178018,0.931723487706,8.94037897453,489871,268875,202052069,265535,184531,1997534.74539,203694.744763,257999763.717
2017-03-03,1250.71,1280.31,1250.71,1274.99,315739000,20253700000,1285.14,16195637.5,20890752811.2,64767014.9663,104983.712007,0.985290046358,0,2233.8410596,19.95,3458650.32319,445545600358,2670737.95,259.68606189,0.649518049969,8.21100857144,583122,337310,201783194,332794,220969,4558368.40204,330581.430646,426416987.39
2017-03-02,1224.68,1262.13,1215.62,1251.01,368275000,19829800000,1259.41081667,16193750,20387931250,83439118.7659,104834.93321,0.95561233121,0,2098.26751592,23.25,3440072.18302,440779902286,2702443.5,252.22663973,0.641910290937,8.46418895607,565741,329428,201445884,325010,222994,2742003.35845,345021.207948,434381700.806
2017-03-01,1180.04,1222.5,1179.69,1222.5,229057000,19104800000,1222.4994,16191787.5,19898087658.8,60151968.3772,104684.902074,0.979145951389,0,2193.63194444,14.3833333333,3155225.44175,440779902286,2416017.4,229.59036693,0.865773229301,7.89584625295,531642,315883,201116456,311841,198193,2493836.06705,234425.170269,288085091.743
2017-02-28,1180.72,1193.25,1171.82,1179.97,184956000,19113600000,1187.56528571,16189987.5,19241800143.8,44954233.9267,104543.905057,0.968234019608,0,2126.88888889,12.55,3352427.03186,440779902286,2451281.25,227.3714723,0.998213044149,7.81538976451,542156,325414,200800573,321282,207820,1954778.73834,214370.217344,254779003.314
2017-02-27,1163.78,1181.98,1163.38,1179.97,131570000,18837300000,1190.75195,16188075,19325323935,39226303.2747,104395.765252,0.945149270833,0,1976.07638889,12.1666666667,3155225.44175,440779902286,2305227.8,195.38746144,0.902412939747,8.37129395536,501496,284555,200475159,280623,187473,1881223.05021,221116.89378,263969347.795
2017-02-26,1144.27,1167.47,1130.2,1165.2,116486000,18518900000,1175.04975,16186275,19133795677.5,32750847.1231,104259.663757,0.921750853933,0,1489.90449438,11,3900209.22661,440779902286,2725922.6,161.17260121,1.41261188934,10.6359831219,462926,265203,200190604,261607,185121,1128100.26651,168919.192825,199679377.838
2017-02-25,1170.41,1174.85,1124.59,1143.84,139961000,18939500000,1150.60571429,16184050,18587381425,44343352.2449,104095.592105,0.966332389222,0,1955.21556886,10.6333333333,3659185.06092,440779902286,2521531.75,191.30417997,1.14855288347,8.01543116889,561871,326521,199925401,323031,231099,1233214.1553,198406.55252,227869925.569
2017-02-24,1172.71,1200.39,1131.96,1173.68,330759000,18974400000,1174.86625,16181962.5,19102806731.2,137557162.437,103934.214596,0.971672168675,3,2112.95783133,20.875,3637273.77313,440779902286,2628973.5,230.61490244,0.721000656355,7.75985925152,590852,350751,199598880,346494,240873,1957414.54834,319779.861796,377500126.85
2017-02-23,1117.27,1176.62,1116.96,1166.72,189454000,18075200000,1172.01715,16179925,19140851275,70101141.97,103772.917016,0.96071238,0,2172.75333333,11.9833333333,3286693.16849,440779902286,2381379,211.65472424,0.749112552971,7.57414567316,551454,325913,199248129,322248,220819,3342958.48697,278550.227995,329524919.718
2017-02-22,1114.8,1125.39,1100.55,1117.44,136100000,18033400000,1123.2231875,16178050,18237515765,59657200.0933,103628.810159,0.977311863309,1,2043.3381295,16.1333333333,3045669.0028,440779902286,2084941.35,183.25580355,0.968827963625,7.62353891693,489247,284024,198922216,280309,189154,2560354.04829,198255.611488,223493550.83
2017-02-21,1079.28,1117.25,1076.93,1115.3,186869000,17456900000,1123.78842857,16176325,18279247250,67820657.9251,103492.96381,0.949667442029,0,2022.39130435,12.2833333333,3023757.71501,440779902286,2066770,165.81707207,0.892282565757,7.6556784243,487720,279090,198638192,275202,189194,1754148.40967,211907.880377,239455904.826
2017-02-20,1048.69,1080.49,1041.69,1079.98,109478000,16960200000,1084.7550125,16174600,17714421920,32526100.4137,103361.909703,0.951329385135,0,1910.32432432,17.125,3242870.59291,440779902286,2121402.4,159.91401438,1.13082994074,7.78577936585,503952,282728,198359102,278516,182905,1561277.91468,177737.955281,194658608.624
2017-02-19,1054.76,1056.81,1043.46,1047.87,77423300,17056600000,1052.77928571,16172750,17086510375,18054662.2988,103221.112954,0.930882358209,0,1878.51492537,11.5166666667,2936112.56385,440779902286,1835140.5,129.44377921,1.11179604978,7.57344382366,458998,251721,198076374,248233,169258,1419255.29317,162299.891205,171469835.058
2017-02-18,1049.21,1061.1,1046.96,1054.42,99073500,16964800000,1056.6371375,16171075,17138105285,29732832.5167,103096.374718,0.962217342105,1,1895.71710526,10.7666666667,3330515.74407,432944392643,2102643.2,153.36709614,1.22463916273,7.55219851011,510385,288149,197824653,284460,199746,1252864.20271,167671.193167,177697930.518
2017-02-17,1026.12,1053.17,1025.64,1046.21,136474000,16589600000,1055.53685,16169187.5,17119935725,50584844.509,102950.117682,0.969075198675,0,2117.66225166,12.8666666667,3168918.11913,422170566883,2094835.8,165.84442388,0.791229783415,6.79895385079,550072,319767,197536504,315601,209538,2501945.95774,259513.034888,274772401.34
2017-02-16,1007.65,1033.37,1007.65,1027.44,122277000,16289100000,1035.208125,16167300,16762256640,41105343.501,102803.787327,0.974114078947,1,1877.16447368,11.6333333333,3189904.33184,422170566883,2071526.4,170.92843209,0.990005981607,7.52513273586,489189,285329,197216737,281408,191928,2996789.97501,209183.426218,216881376.303
2017-02-15,1006.21,1008.84,1001.58,1007.48,89759400,16264100000,1012.3259875,16165412.5,16390111733.8,22919392.205,102655.721987,0.940088316547,0,2120.76258993,19.275,2917083.56661,422170566883,1822485.25,134.04888989,0.936457961022,6.43708798742,495896,294786,196931408,291325,199797,1750347.68365,199854.02098,202631991.872
2017-02-14,991.74,1011.51,986.47,1004.55,137946000,16028000000,1011.78025,16163675,16370570040,39199176.3512,102525.049711,0.884733266272,0,1864.40236686,12.775,3546669.9479,422170566883,2198282.4,140.99131586,0.99198943037,7.24357950484,530239,315084,196636622,311031,207875,1925169.97318,227168.883747,230076645.459
2017-02-13,998.88,1002.1,976,990.64,100607000,16141500000,999.877375,16161562.5,16132310071.9,29689012.9491,102375.529789,0.910462159509,0,1768.65030675,9.26666666667,3420752.67164,422170566883,2090708.955,136.77242215,1.12283863603,7.52831173147,503160,288290,196321538,284458,190031,1591074.64555,193640.684634,193290194.995
2017-02-12,1003.52,1004.76,996.92,999.18,67530000,16214700000,1000.604625,16159525,16104421019.8,14753502.2944,102227.124457,0.867444907801,1,1689.23404255,13.975,2959055.99203,422170566883,1790373.935,102.74261946,1.59105874414,7.80446105133,422084,238182,196033248,235095,166527,956506.555916,117232.79397,116833030.142
2017-02-11,988.9,1009.29,982.83,1004.45,102261000,15976700000,1008.8466625,16157775,16190090550,29598254.942,102104.814725,0.963661302158,0,1889.82733813,17.1583333333,2917083.56661,422170566883,1792077,117.08000976,1.14391337477,7.0741842724,474676,262686,195795066,259093,184468,1418142.39805,162125.913611,162450165.438
2017-02-10,995.63,998.9,946.69,988.67,190452000,16083600000,999.1035,16156037.5,16112416198.8,64475260.1991,101970.865804,0.96775197973,1,2057.13513514,10.4333333333,3105959.481,422170566883,1914816,141.11220269,0.67123567211,6.52224360743,507435,304456,195532380,299823,198306,2778948.34104,296633.847905,295832936.516
2017-02-09,1064.7,1088.99,953.34,994.38,407220000,17197100000,976.103,16154200,15798807600,141974564.616,101827.638511,0.956030319527,0,2050.55621302,16.625,3546669.9479,422170566883,2148177,174.18568718,0.631039539453,6.45337562348,575007,346544,195227924,340140,246187,3197018.87219,362368.052113,354395954.967
